Instance;Projects;NARLF;NARLF';UF;varUF;Gini;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a20_nr5_AgentCopp10.rcmp;20;-10,7;-17,62;2,76;0;0,45;0,2;0,16;0,29;0,29;0,28;0,35;0,36;0,38;0,37;0,37;0,38;0,37;0,36;0,38;0,37;0,37;0,38;0,37;0,37;0,37;0,14;0,09;0,12;0,14;0,13;0,12;0,13;0,11;0,12;0,11;0,13;0,14;0,13;0,16;0,13;0,13;0,13;0,12;0,11;0,13
mp_j120_a20_nr5_AgentCopp2.rcmp;20;-15,28;-13,76;1,81;0;0,46;0,18;0,17;0,19;0,19;0,19;0,18;0,19;0,18;0,17;0,18;0,18;0,16;0,16;0,29;0,27;0,25;0,31;0,4;0,36;0,37;0,14;0,12;0,13;0,11;0,14;0,12;0,12;0,11;0,13;0,11;0,12;0,11;0,1;0,13;0,12;0,11;0,14;0,14;0,13;0,13
mp_j120_a20_nr5_AgentCopp3.rcmp;20;-10,31;-10,88;5,98;6,08;0,41;0,25;0,27;0,26;0,28;0,32;0,3;0,3;0,37;0,39;0,37;0,39;0,37;0,4;0,37;0,37;0,37;0,38;0,37;0,4;0,37;0,11;0,11;0,13;0,13;0,15;0,14;0,14;0,15;0,17;0,16;0,11;0,11;0,16;0,13;0,13;0,13;0,15;0,13;0,13;0,13
mp_j120_a20_nr5_AgentCopp4.rcmp;20;-14,26;-11,52;1,88;0;0,48;0,21;0,2;0,15;0,17;0,17;0,18;0,19;0,18;0,25;0,25;0,28;0,37;0,39;0,37;0,37;0,34;0,35;0,39;0,38;0,36;0,11;0,14;0,09;0,11;0,12;0,12;0,13;0,13;0,12;0,12;0,13;0,13;0,13;0,13;0,13;0,12;0,13;0,15;0,13;0,12
mp_j120_a20_nr5_AgentCopp5.rcmp;20;-10,7;-8,42;2,2;0;0,45;0,2;0,16;0,29;0,29;0,28;0,35;0,36;0,38;0,37;0,37;0,38;0,37;0,36;0,38;0,37;0,37;0,38;0,37;0,37;0,37;0,14;0,09;0,12;0,14;0,13;0,12;0,13;0,11;0,12;0,11;0,13;0,14;0,13;0,16;0,13;0,13;0,13;0,12;0,11;0,13
mp_j120_a20_nr5_AgentCopp6.rcmp;20;-13,21;-20,33;7,06;0,01;0,47;0,17;0,16;0,16;0,18;0,28;0,28;0,28;0,29;0,29;0,27;0,25;0,26;0,32;0,28;0,31;0,29;0,29;0,39;0,4;0,39;0,1;0,13;0,1;0,12;0,12;0,14;0,14;0,13;0,14;0,1;0,13;0,13;0,15;0,13;0,14;0,13;0,14;0,14;0,14;0,13
mp_j120_a20_nr5_AgentCopp7.rcmp;20;-15,28;-21,79;6,88;0,01;0,46;0,18;0,17;0,19;0,19;0,19;0,18;0,19;0,18;0,17;0,18;0,18;0,16;0,16;0,29;0,27;0,25;0,31;0,4;0,36;0,37;0,14;0,12;0,13;0,11;0,14;0,12;0,12;0,11;0,13;0,11;0,12;0,11;0,1;0,13;0,12;0,11;0,14;0,14;0,13;0,13
mp_j120_a20_nr5_AgentCopp8.rcmp;20;-10,31;-19,37;2,7;0;0,41;0,25;0,27;0,26;0,28;0,32;0,3;0,3;0,37;0,39;0,37;0,39;0,37;0,4;0,37;0,37;0,37;0,38;0,37;0,4;0,37;0,11;0,11;0,13;0,13;0,15;0,14;0,14;0,15;0,17;0,16;0,11;0,11;0,16;0,13;0,13;0,13;0,15;0,13;0,13;0,13
mp_j120_a20_nr5_AgentCopp9.rcmp;20;-14,26;-21,31;2,41;0,01;0,48;0,21;0,2;0,15;0,17;0,17;0,18;0,19;0,18;0,25;0,25;0,28;0,37;0,39;0,37;0,37;0,34;0,35;0,39;0,38;0,36;0,11;0,14;0,09;0,11;0,12;0,12;0,13;0,13;0,12;0,12;0,13;0,13;0,13;0,13;0,13;0,12;0,13;0,15;0,13;0,12
mp_j120_a2_nr1.rcmp;2;-11,66;-11,66;1,17;0,08;0,44;0,4;0,4;0,17;0,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a2_nr2.rcmp;2;-7,11;-7,64;1,01;0;0,35;0,38;0,37;0,13;0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a2_nr3.rcmp;2;-7,11;-7,64;2,4;0,01;0,35;0,38;0,37;0,13;0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a2_nr4.rcmp;2;-13,47;-12,28;1,33;0,05;0,38;0,29;0,26;0,12;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a2_nr5.rcmp;2;-17,9;-18,04;0,64;0;0,42;0,37;0,39;0,13;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a2_nr5_AgentCopp1.rcmp;2;-23,63;-22,38;2,49;0,06;0,53;0,17;0,16;0,1;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a2_nr5_AgentCopp10.rcmp;2;-23,55;-25,96;0,86;0,01;0,45;0,2;0,16;0,14;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a2_nr5_AgentCopp2.rcmp;2;-20,15;-22,75;0,93;0,07;0,43;0,18;0,17;0,14;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a2_nr5_AgentCopp3.rcmp;2;-14,3;-18,11;1,56;0,01;0,44;0,25;0,27;0,11;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a2_nr5_AgentCopp4.rcmp;2;-18,47;-18,06;0,82;0,02;0,44;0,21;0,2;0,11;0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a2_nr5_AgentCopp5.rcmp;2;-23,55;-24,16;0,86;0,01;0,45;0,2;0,16;0,14;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a2_nr5_AgentCopp6.rcmp;2;-23,63;-23,63;2,63;0,06;0,53;0,17;0,16;0,1;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a2_nr5_AgentCopp7.rcmp;2;-20,15;-24,57;0,93;0,07;0,43;0,18;0,17;0,14;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a2_nr5_AgentCopp8.rcmp;2;-14,3;-18,51;1,65;0,01;0,44;0,25;0,27;0,11;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a2_nr5_AgentCopp9.rcmp;2;-18,47;-19,78;0,82;0,02;0,44;0,21;0,2;0,11;0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a5_nr1.rcmp;5;-18,23;-18,23;0,29;0;0,45;0,17;0,17;0,17;0,17;0,17;0,1;0,1;0,1;0,1;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a5_nr2.rcmp;5;-17,91;-17,56;0,64;0;0,46;0,19;0,17;0,17;0,17;0,18;0,12;0,11;0,13;0,11;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a5_nr3.rcmp;5;-11,57;-13,52;1,5;0,04;0,32;0,27;0,3;0,28;0,29;0,26;0,13;0,13;0,13;0,13;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a5_nr4.rcmp;5;-15,88;-17,21;1,48;0,06;0,35;0,28;0,34;0,3;0,23;0,28;0,13;0,15;0,14;0,1;0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a5_nr5.rcmp;5;-11,49;-15,13;1,92;0;0,38;0,39;0,36;0,39;0,38;0,28;0,13;0,12;0,16;0,14;0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a5_nr5_AgentCopp1.rcmp;5;-16,01;-20,41;4,48;0,05;0,49;0,17;0,16;0,16;0,18;0,28;0,1;0,13;0,1;0,12;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a5_nr5_AgentCopp10.rcmp;5;-13,65;-18,18;4,68;0,04;0,48;0,2;0,16;0,29;0,29;0,28;0,14;0,09;0,12;0,14;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a5_nr5_AgentCopp2.rcmp;5;-16,85;-14,01;2,44;0,07;0,47;0,18;0,17;0,19;0,19;0,19;0,14;0,12;0,13;0,11;0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a5_nr5_AgentCopp3.rcmp;5;-13,56;-17,27;3,56;0,07;0,42;0,25;0,27;0,26;0,28;0,32;0,11;0,11;0,13;0,13;0,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a5_nr5_AgentCopp4.rcmp;5;-20,13;-18,76;3,14;0;0,5;0,21;0,2;0,15;0,17;0,17;0,11;0,14;0,09;0,11;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a5_nr5_AgentCopp5.rcmp;5;-13,65;-12,91;4,14;0,03;0,48;0,2;0,16;0,29;0,29;0,28;0,14;0,09;0,12;0,14;0,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a5_nr5_AgentCopp6.rcmp;5;-16,01;-24,68;5,19;0,06;0,49;0,17;0,16;0,16;0,18;0,28;0,1;0,13;0,1;0,12;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a5_nr5_AgentCopp7.rcmp;5;-16,85;-20,89;2,74;0,09;0,47;0,18;0,17;0,19;0,19;0,19;0,14;0,12;0,13;0,11;0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a5_nr5_AgentCopp8.rcmp;5;-13,56;-21,06;4,18;0,1;0,42;0,25;0,27;0,26;0,28;0,32;0,11;0,11;0,13;0,13;0,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j120_a5_nr5_AgentCopp9.rcmp;5;-20,13;-26,27;3,44;0;0,5;0,21;0,2;0,15;0,17;0,17;0,11;0,14;0,09;0,11;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j30_a10_nr1.rcmp;10;-10,84;-10,84;5,22;0,04;0,26;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,3;0,21;0,21;0,21;0,21;0,21;0,21;0,21;0,21;0,21;0,21;;;;;;;;;;;;;;;;;;;;
mp_j30_a10_nr2.rcmp;10;-3,47;-2,11;0,89;0;0,48;0,31;0,33;0,51;0,45;0,43;0,38;0,49;0,44;0,42;0,43;0,24;0,21;0,28;0,31;0,24;0,21;0,24;0,24;0,24;0,24;;;;;;;;;;;;;;;;;;;;
mp_j30_a10_nr3.rcmp;10;-5,45;-4,06;2,64;0,07;0,38;0,31;0,34;0,27;0,33;0,35;0,34;0,34;0,35;0,35;0,36;0,24;0,24;0,24;0,21;0,28;0,28;0,24;0,28;0,24;0,24;;;;;;;;;;;;;;;;;;;;
mp_j30_a10_nr4.rcmp;10;-4,14;-4,19;1,42;0,02;0,54;0,33;0,48;0,46;0,48;0,45;0,45;0,45;0,39;0,35;0,44;0,24;0,28;0,24;0,34;0,21;0,24;0,31;0,24;0,24;0,31;;;;;;;;;;;;;;;;;;;;
mp_j30_a10_nr5.rcmp;10;-3,63;-3,17;1,73;0;0,45;0,53;0,56;0,58;0,64;0,57;0,55;0,53;0,53;0,58;0,54;0,24;0,31;0,28;0,34;0,28;0,24;0,24;0,24;0,28;0,24;;;;;;;;;;;;;;;;;;;;
mp_j30_a20_nr1.rcmp;20;-0,95;-0,95;7,12;2,09;0,35;0,64;0,64;0,64;0,64;0,64;0,64;0,64;0,64;0,64;0,64;0,64;0,64;0,64;0,64;0,64;0,64;0,64;0,64;0,64;0,64;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28
mp_j30_a20_nr2.rcmp;20;-3,68;0,49;2,25;0;0,43;0,5;0,44;0,43;0,43;0,51;0,45;0,45;0,45;0,54;0,46;0,46;0,49;0,42;0,42;0,48;0,43;0,5;0,4;0,42;0,43;0,24;0,24;0,24;0,24;0,31;0,24;0,24;0,24;0,31;0,28;0,28;0,24;0,24;0,24;0,31;0,21;0,28;0,24;0,24;0,24
mp_j30_a20_nr3.rcmp;20;-5,59;-1,69;2,46;0,07;0,35;0,31;0,31;0,34;0,31;0,34;0,36;0,29;0,33;0,37;0,3;0,34;0,34;0,39;0,3;0,36;0,33;0,32;0,35;0,33;0,35;0,24;0,24;0,24;0,24;0,21;0,24;0,21;0,24;0,24;0,21;0,24;0,24;0,28;0,21;0,28;0,24;0,24;0,28;0,21;0,24
mp_j30_a20_nr4.rcmp;20;-2,7;-2,11;1,51;0,06;0,54;0,44;0,44;0,45;0,46;0,51;0,58;0,57;0,57;0,55;0,53;0,61;0,6;0,54;0,55;0,56;0,57;0,53;0,57;0,53;0,57;0,21;0,28;0,31;0,28;0,31;0,28;0,24;0,28;0,28;0,21;0,28;0,28;0,28;0,24;0,24;0,28;0,21;0,28;0,21;0,28
mp_j30_a20_nr5.rcmp;20;-2,97;-1,94;3,51;0;0,38;0,54;0,58;0,53;0,59;0,52;0,55;0,53;0,54;0,55;0,56;0,55;0,54;0,52;0,62;0,55;0,63;0,58;0,59;0,56;0,6;0,28;0,28;0,24;0,28;0,24;0,28;0,24;0,28;0,24;0,28;0,24;0,28;0,21;0,31;0,24;0,31;0,28;0,28;0,28;0,28
mp_j30_a2_nr1.rcmp;2;-4,78;-4,78;1,17;0,07;0,3;0,35;0,35;0,24;0,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j30_a2_nr2.rcmp;2;-6,89;-7,62;0,71;0;0,49;0,33;0,57;0,21;0,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j30_a2_nr3.rcmp;2;-4,62;-3,38;0,59;0,07;0,4;0,4;0,33;0,31;0,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j30_a2_nr4.rcmp;2;-6,89;-7,23;0,79;0,02;0,49;0,33;0,57;0,21;0,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j30_a2_nr5.rcmp;2;-7,36;-7,81;0,67;0;0,36;0,42;0,45;0,24;0,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j30_a5_nr1.rcmp;5;-2;-1,87;0,83;0,02;0,45;0,57;0,57;0,57;0,57;0,57;0,28;0,28;0,28;0,28;0,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j30_a5_nr2.rcmp;5;-4,06;-3,66;0,91;0;0,43;0,47;0,36;0,43;0,35;0,33;0,28;0,24;0,31;0,24;0,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j30_a5_nr3.rcmp;5;-3,57;-2,02;1,11;0,02;0,42;0,34;0,37;0,49;0,45;0,55;0,28;0,24;0,24;0,28;0,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j30_a5_nr4.rcmp;5;-6,2;-5,53;0,24;0;0,43;0,45;0,44;0,39;0,5;0,44;0,24;0,24;0,24;0,31;0,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j30_a5_nr5.rcmp;5;-5,01;-2,35;1,01;0;0,42;0,49;0,49;0,46;0,43;0,44;0,34;0,24;0,24;0,24;0,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mp_j90_a10_nr1.rcmp;10;-14,37;-14,37;1,59;0;0,41;0,39;0,39;0,39;0,39;0,39;0,39;0,39;0,39;0,39;0,39;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;;;;;;;;;;;;;;;;;;;;
mp_j90_a10_nr2.rcmp;10;-14,2;-7,75;0,69;0;0,34;0,22;0,18;0,2;0,18;0,23;0,19;0,19;0,22;0,22;0,23;0,13;0,13;0,15;0,12;0,16;0,15;0,12;0,15;0,15;0,15;;;;;;;;;;;;;;;;;;;;
mp_j90_a10_nr3.rcmp;10;-8,41;-7,11;1,4;0;0,33;0,39;0,39;0,41;0,41;0,41;0,43;0,41;0,41;0,41;0,38;0,16;0,13;0,16;0,16;0,16;0,19;0,18;0,15;0,16;0,15;;;;;;;;;;;;;;;;;;;;
mp_j90_a10_nr4.rcmp;10;-10,04;-9,01;0,57;0,01;0,49;0,43;0,21;0,22;0,38;0,4;0,4;0,41;0,43;0,38;0,39;0,16;0,12;0,16;0,15;0,15;0,16;0,17;0,19;0,17;0,17;;;;;;;;;;;;;;;;;;;;
mp_j90_a10_nr5.rcmp;10;-7,7;-6,46;1,47;0;0,35;0,44;0,39;0,42;0,41;0,41;0,43;0,41;0,3;0,37;0,38;0,17;0,13;0,2;0,16;0,17;0,19;0,18;0,13;0,13;0,15;;;;;;;;;;;;;;;;;;;;
mp_j90_a10_nr5_AgentCopp1.rcmp;10;-11,83;-9,42;4,65;0,5;0,43;0,39;0,21;0,28;0,22;0,4;0,19;0,32;0,39;0,35;0,44;0,13;0,12;0,12;0,16;0,15;0,12;0,16;0,17;0,16;0,17;;;;;;;;;;;;;;;;;;;;
mp_j90_a10_nr5_AgentCopp10.rcmp;10;-19,28;-19,28;2,47;0,44;0,4;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;;;;;;;;;;;;;;;;;;;;
mp_j90_a10_nr5_AgentCopp2.rcmp;10;-11,49;-8,65;5,56;0,78;0,43;0,42;0,21;0,21;0,23;0,22;0,28;0,32;0,23;0,33;0,38;0,13;0,13;0,16;0,13;0,15;0,12;0,13;0,16;0,17;0,15;;;;;;;;;;;;;;;;;;;;
mp_j90_a10_nr5_AgentCopp3.rcmp;10;-10,5;-8,86;1,68;0,01;0,47;0,31;0,3;0,39;0,38;0,4;0,41;0,32;0,32;0,21;0,42;0,15;0,13;0,13;0,15;0,17;0,17;0,17;0,18;0,15;0,16;;;;;;;;;;;;;;;;;;;;
mp_j90_a10_nr5_AgentCopp4.rcmp;10;1,97;-0,92;5,12;0,08;0,34;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;;;;;;;;;;;;;;;;;;;;
mp_j90_a10_nr5_AgentCopp5.rcmp;10;-19,28;-7,67;3,06;1,18;0,4;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;0,1;;;;;;;;;;;;;;;;;;;;
mp_j90_a10_nr5_AgentCopp6.rcmp;10;-11,83;-16,29;6,69;1,03;0,43;0,39;0,21;0,28;0,22;0,4;0,19;0,32;0,39;0,35;0,44;0,13;0,12;0,12;0,16;0,15;0,12;0,16;0,17;0,16;0,17;;;;;;;;;;;;;;;;;;;;
mp_j90_a10_nr5_AgentCopp7.rcmp;10;-11,49;-17,15;3,98;0,04;0,43;0,42;0,21;0,21;0,23;0,22;0,28;0,32;0,23;0,33;0,38;0,13;0,13;0,16;0,13;0,15;0,12;0,13;0,16;0,17;0,15;;;;;;;;;;;;;;;;;;;;
mp_j90_a10_nr5_AgentCopp8.rcmp;10;-10,5;-16,19;2,44;0,21;0,47;0,31;0,3;0,39;0,38;0,4;0,41;0,32;0,32;0,21;0,42;0,15;0,13;0,13;0,15;0,17;0,17;0,17;0,18;0,15;0,16;;;;;;;;;;;;;;;;;;;;
mp_j90_a10_nr5_AgentCopp9.rcmp;10;1,97;1,97;2,86;0,01;0,34;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;0,13;;;;;;;;;;;;;;;;;;;;
mp_j90_a20_nr1.rcmp;20;-16,36;-16,36;0,63;0;0,41;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,28;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17;0,17
mp_j90_a20_nr2.rcmp;20;-9,77;-7,5;0,33;0;0,49;0,36;0,29;0,29;0,3;0,42;0,41;0,39;0,39;0,38;0,19;0,21;0,19;0,2;0,2;0,38;0,43;0,43;0,41;0,42;0,4;0,19;0,13;0,13;0,16;0,16;0,16;0,15;0,2;0,17;0,12;0,15;0,12;0,15;0,13;0,15;0,17;0,18;0,16;0,17;0,17
